ORIGIN,DEST,PASSENGERS
ABE,ABI,1.0
ABE,ABQ,93.0
ABE,ABY,7.0
ABE,ACV,2.0
ABE,AEX,12.0
ABE,AGS,62.0
ABE,ALB,1.0
ABE,ALS,1.0
ABE,AMA,6.0
ABE,ANC,19.0
ABE,ASE,12.0
ABE,ATL,2047.0
ABE,ATW,46.0
ABE,AUS,284.0
ABE,AVL,50.0
ABE,BDL,2.0
ABE,BFL,4.0
ABE,BGR,6.0
ABE,BHM,133.0
ABE,BIL,8.0
ABE,BIS,1.0
ABE,BMI,6.0
ABE,BNA,1606.0
ABE,BOI,46.0
ABE,BOS,42.0
ABE,BQK,3.0
ABE,BRO,2.0
ABE,BTR,34.0
ABE,BTV,7.0
ABE,BUF,4.0
ABE,BUR,20.0
ABE,BZN,43.0
ABE,CAE,73.0
ABE,CGI,1.0
ABE,CHA,115.0
ABE,CHS,167.0
ABE,CID,46.0
ABE,CLE,21.0
ABE,CLL,1.0
ABE,CLT,1500.0
ABE,CMH,67.0
ABE,COS,35.0
ABE,COU,1.0
ABE,CPR,3.0
ABE,CRP,5.0
ABE,CRW,15.0
ABE,CSG,9.0
ABE,CVG,113.0
ABE,CWA,1.0
ABE,DAB,75.0
ABE,DAL,33.0
ABE,DAY,47.0
ABE,DCA,5.0
ABE,DEN,1515.0
ABE,DFW,356.0
ABE,DHN,9.0
ABE,DLH,9.0
ABE,DRO,2.0
ABE,DSM,120.0
ABE,DTW,26.0
ABE,ECP,152.0
ABE,EGE,9.0
ABE,ELP,60.0
ABE,EUG,4.0
ABE,EVV,36.0
ABE,EWN,19.0
ABE,EWR,1.0
ABE,EYW,64.0
ABE,FAI,3.0
ABE,FAR,24.0
ABE,FAT,15.0
ABE,FAY,19.0
ABE,FCA,8.0
ABE,FLG,2.0
ABE,FLL,1421.0
ABE,FLO,4.0
ABE,FNT,2.0
ABE,FOD,1.0
ABE,FSD,29.0
ABE,FSM,2.0
ABE,FWA,33.0
ABE,GEG,43.0
ABE,GFK,1.0
ABE,GGG,2.0
ABE,GJT,1.0
ABE,GNV,57.0
ABE,GPT,47.0
ABE,GRB,34.0
ABE,GRK,3.0
ABE,GRR,61.0
ABE,GSO,115.0
ABE,GSP,132.0
ABE,GTF,1.0
ABE,GTR,4.0
ABE,GUC,1.0
ABE,HDN,4.0
ABE,HHH,56.0
ABE,HLN,1.0
ABE,HNL,38.0
ABE,HOU,36.0
ABE,HSV,104.0
ABE,HTS,9.0
ABE,HYS,1.0
ABE,IAD,1.0
ABE,IAH,257.0
ABE,ICT,59.0
ABE,IDA,2.0
ABE,ILM,69.0
ABE,IND,166.0
ABE,JAC,20.0
ABE,JAN,52.0
ABE,JAX,216.0
ABE,JNU,5.0
ABE,KOA,3.0
ABE,KTN,1.0
ABE,LAF,2.0
ABE,LAS,223.0
ABE,LAX,285.0
ABE,LBB,8.0
ABE,LCH,2.0
ABE,LEX,78.0
ABE,LFT,24.0
ABE,LGA,1.0
ABE,LGB,1.0
ABE,LIH,3.0
ABE,LIT,126.0
ABE,LNK,5.0
ABE,LRD,1.0
ABE,LSE,1.0
ABE,LWS,1.0
ABE,LYH,3.0
ABE,MAF,18.0
ABE,MBS,14.0
ABE,MCI,250.0
ABE,MCO,1291.0
ABE,MCW,2.0
ABE,MDW,14.0
ABE,MEM,177.0
ABE,MFE,10.0
ABE,MGM,27.0
ABE,MHK,3.0
ABE,MHT,3.0
ABE,MIA,110.0
ABE,MKE,85.0
ABE,MLB,1467.0
ABE,MLI,42.0
ABE,MLU,4.0
ABE,MOB,29.0
ABE,MOT,1.0
ABE,MRY,3.0
ABE,MSL,2.0
ABE,MSN,75.0
ABE,MSO,10.0
ABE,MSP,134.0
ABE,MSY,179.0
ABE,MTJ,5.0
ABE,MYR,2818.0
ABE,OAJ,31.0
ABE,OAK,3.0
ABE,OGG,3.0
ABE,OKC,121.0
ABE,OMA,117.0
ABE,ONT,98.0
ABE,ORD,1325.0
ABE,ORF,14.0
ABE,PAE,1.0
ABE,PAH,2.0
ABE,PBI,221.0
ABE,PDX,100.0
ABE,PGD,3015.0
ABE,PGV,11.0
ABE,PHX,237.0
ABE,PIA,33.0
ABE,PIE,4047.0
ABE,PIH,2.0
ABE,PIR,1.0
ABE,PIT,18.0
ABE,PNS,204.0
ABE,PSC,2.0
ABE,PSP,30.0
ABE,PVD,14.0
ABE,PWM,15.0
ABE,RAP,25.0
ABE,RDM,1.0
ABE,RDU,184.0
ABE,RIC,6.0
ABE,RIW,1.0
ABE,RNO,21.0
ABE,ROA,10.0
ABE,ROW,1.0
ABE,RST,1.0
ABE,RSW,156.0
ABE,SAF,1.0
ABE,SAN,199.0
ABE,SAT,200.0
ABE,SAV,212.0
ABE,SBA,2.0
ABE,SBN,69.0
ABE,SBP,3.0
ABE,SDF,138.0
ABE,SEA,131.0
ABE,SFB,9670.0
ABE,SFO,209.0
ABE,SGF,112.0
ABE,SGU,4.0
ABE,SHD,1.0
ABE,SHR,1.0
ABE,SHV,44.0
ABE,SJC,56.0
ABE,SJU,46.0
ABE,SLC,130.0
ABE,SMF,103.0
ABE,SNA,82.0
ABE,SPS,2.0
ABE,SRQ,1693.0
ABE,STL,159.0
ABE,STT,22.0
ABE,STX,12.0
ABE,SUX,1.0
ABE,SYR,1.0
ABE,TLH,62.0
ABE,TPA,309.0
ABE,TRI,46.0
ABE,TUL,109.0
ABE,TUS,101.0
ABE,TVC,17.0
ABE,TWF,1.0
ABE,TXK,1.0
ABE,TYR,2.0
ABE,TYS,81.0
ABE,UIN,1.0
ABE,VLD,7.0
ABE,VPS,105.0
ABE,XNA,137.0
ABE,XWA,1.0
ABE,YUM,1.0
ABI,ABE,4.0
ABI,ABQ,40.0
ABI,ACK,1.0
ABI,AEX,6.0
ABI,AGS,11.0
ABI,ALB,21.0
ABI,ALS,1.0
ABI,AMA,8.0
ABI,ANC,39.0
ABI,AOO,2.0
ABI,ART,1.0
ABI,ASE,8.0
ABI,ATL,197.0
ABI,ATW,9.0
ABI,ATY,1.0
ABI,AUS,37.0
ABI,AVL,9.0
ABI,AVP,1.0
ABI,AZO,5.0
ABI,BDL,30.0
ABI,BFL,26.0
ABI,BGR,11.0
ABI,BHM,55.0
ABI,BIL,19.0
ABI,BIS,15.0
ABI,BLI,4.0
ABI,BMI,7.0
ABI,BNA,238.0
ABI,BOI,37.0
ABI,BOS,120.0
ABI,BPT,11.0
ABI,BRL,1.0
ABI,BRO,14.0
ABI,BTR,17.0
ABI,BTV,9.0
ABI,BUF,27.0
ABI,BUR,22.0
ABI,BWI,65.0
ABI,BZN,28.0
ABI,CAE,37.0
ABI,CAK,3.0
ABI,CHA,27.0
ABI,CHO,2.0
ABI,CHS,37.0
ABI,CID,17.0
ABI,CLE,51.0
ABI,CLL,6.0
ABI,CLT,124.0
ABI,CMH,98.0
ABI,CMI,8.0
ABI,COS,79.0
ABI,COU,9.0
ABI,CRP,30.0
ABI,CRW,4.0
ABI,CVG,62.0
ABI,CWA,2.0
ABI,DAB,4.0
ABI,DAY,33.0
ABI,DCA,181.0
ABI,DEN,264.0
ABI,DFW,268.0
ABI,DRO,10.0
ABI,DSM,35.0
ABI,DTW,60.0
ABI,DUJ,2.0
ABI,EAR,2.0
ABI,EAT,2.0
ABI,ECP,43.0
ABI,EGE,12.0
ABI,ELP,71.0
ABI,EUG,16.0
ABI,EVV,7.0
ABI,EWN,4.0
ABI,EWR,56.0
ABI,EYW,7.0
ABI,FAI,7.0
ABI,FAR,22.0
ABI,FAT,27.0
ABI,FAY,5.0
ABI,FCA,9.0
ABI,FLG,2.0
ABI,FLL,59.0
ABI,FLO,1.0
ABI,FNT,5.0
ABI,FSD,33.0
ABI,FSM,2.0
ABI,FWA,12.0
ABI,GCK,3.0
ABI,GEG,30.0
ABI,GGG,1.0
ABI,GJT,15.0
ABI,GNV,15.0
ABI,GPT,40.0
ABI,GRB,7.0
ABI,GRI,3.0
ABI,GRR,32.0
ABI,GSO,30.0
ABI,GSP,34.0
ABI,GTF,5.0
ABI,GUC,1.0
ABI,HDN,4.0
ABI,HHH,1.0
ABI,HNL,28.0
ABI,HOU,70.0
ABI,HPN,1.0
ABI,HRL,21.0
ABI,HSV,23.0
ABI,IAD,39.0
ABI,IAH,191.0
ABI,ICT,26.0
ABI,IDA,6.0
ABI,ILM,15.0
ABI,IND,91.0
ABI,ITO,2.0
ABI,JAC,9.0
ABI,JAN,25.0
ABI,JAX,62.0
ABI,JFK,42.0
ABI,KOA,3.0
ABI,LAF,2.0
ABI,LAN,2.0
ABI,LAS,296.0
ABI,LAX,138.0
ABI,LCH,7.0
ABI,LEX,22.0
ABI,LFT,16.0
ABI,LGA,115.0
ABI,LIH,5.0
ABI,LIT,32.0
ABI,LRD,5.0
ABI,LSE,7.0
ABI,LYH,1.0
ABI,MCI,112.0
ABI,MCO,302.0
ABI,MDT,20.0
ABI,MEM,61.0
ABI,MFE,39.0
ABI,MFR,14.0
ABI,MGM,20.0
ABI,MHK,6.0
ABI,MHT,1.0
ABI,MIA,113.0
ABI,MKE,47.0
ABI,MLB,2.0
ABI,MLI,13.0
ABI,MLU,5.0
ABI,MOB,15.0
ABI,MOT,9.0
ABI,MQT,3.0
ABI,MRY,19.0
ABI,MSN,21.0
ABI,MSO,8.0
ABI,MSP,112.0
ABI,MSY,84.0
ABI,MTJ,18.0
ABI,MWA,1.0
ABI,MYR,16.0
ABI,OAJ,6.0
ABI,OAK,1.0
ABI,OGG,7.0
ABI,OKC,25.0
ABI,OMA,64.0
ABI,OME,2.0
ABI,ONT,115.0
ABI,ORD,157.0
ABI,ORF,58.0
ABI,PBG,1.0
ABI,PBI,42.0
ABI,PDX,98.0
ABI,PHF,2.0
ABI,PHL,128.0
ABI,PHX,216.0
ABI,PIA,7.0
ABI,PIR,2.0
ABI,PIT,78.0
ABI,PNS,57.0
ABI,PSC,3.0
ABI,PSP,21.0
ABI,PVD,14.0
ABI,PWM,22.0
ABI,RAP,35.0
ABI,RDM,8.0
ABI,RDU,107.0
ABI,RIC,44.0
ABI,RNO,42.0
ABI,ROA,9.0
ABI,ROC,12.0
ABI,ROW,2.0
ABI,RST,1.0
ABI,RSW,36.0
ABI,RUT,1.0
ABI,SAF,10.0
ABI,SAN,156.0
ABI,SAT,39.0
ABI,SAV,36.0
ABI,SBA,9.0
ABI,SBN,9.0
ABI,SBP,8.0
ABI,SCE,2.0
ABI,SDF,54.0
ABI,SEA,205.0
ABI,SFO,107.0
ABI,SGF,24.0
ABI,SGU,9.0
ABI,SHV,15.0
ABI,SIT,2.0
ABI,SJC,30.0
ABI,SJU,36.0
ABI,SLC,149.0
ABI,SMF,130.0
ABI,SNA,98.0
ABI,SPI,1.0
ABI,SRQ,14.0
ABI,STL,97.0
ABI,STS,3.0
ABI,STT,4.0
ABI,STX,1.0
ABI,SWO,2.0
ABI,SYR,26.0
ABI,TBN,1.0
ABI,TLH,13.0
ABI,TPA,144.0
ABI,TRI,13.0
ABI,TUL,38.0
ABI,TUS,48.0
ABI,TVC,9.0
ABI,TXK,5.0
ABI,TYR,5.0
ABI,TYS,43.0
ABI,VEL,2.0
ABI,VPS,67.0
ABI,XNA,25.0
ABI,YKM,3.0
ABI,YUM,6.0
ABQ,ABE,107.0
ABQ,ABI,41.0
ABQ,ABR,12.0
ABQ,ABY,7.0
ABQ,ACK,13.0
ABQ,ACT,26.0
ABQ,ACV,78.0
ABQ,ACY,2.0
ABQ,ADQ,16.0
ABQ,AEX,46.0
ABQ,AGS,191.0
ABQ,AKN,1.0
ABQ,ALB,607.0
ABQ,ALO,2.0
ABQ,ALW,14.0
ABQ,ANC,817.0
ABQ,ART,5.0
ABQ,ASE,37.0
ABQ,ATL,4692.0
ABQ,ATW,174.0
ABQ,ATY,5.0
ABQ,AUS,6579.0
ABQ,AVL,323.0
ABQ,AVP,81.0
ABQ,AZO,22.0
ABQ,BDL,986.0
ABQ,BET,8.0
ABQ,BFF,11.0
ABQ,BFL,115.0
ABQ,BGM,1.0
ABQ,BGR,64.0
ABQ,BHM,554.0
ABQ,BIH,4.0
ABQ,BIL,178.0
ABQ,BIS,114.0
ABQ,BJI,29.0
ABQ,BKW,3.0
ABQ,BLI,161.0
ABQ,BMI,47.0
ABQ,BNA,2528.0
ABQ,BOI,970.0
ABQ,BOS,3248.0
ABQ,BPT,37.0
ABQ,BQK,15.0
ABQ,BQN,6.0
ABQ,BRD,6.0
ABQ,BRO,42.0
ABQ,BRW,5.0
ABQ,BTM,13.0
ABQ,BTR,208.0
ABQ,BTV,262.0
ABQ,BUF,519.0
ABQ,BUR,3281.0
ABQ,BWI,4802.0
ABQ,BZN,424.0
ABQ,CAE,330.0
ABQ,CAK,30.0
ABQ,CDC,9.0
ABQ,CDR,2.0
ABQ,CDV,4.0
ABQ,CHA,230.0
ABQ,CHO,127.0
ABQ,CHS,613.0
ABQ,CID,242.0
ABQ,CIU,14.0
ABQ,CKB,4.0
ABQ,CLE,1000.0
ABQ,CLL,71.0
ABQ,CLT,1292.0
ABQ,CMH,1138.0
ABQ,CMI,87.0
ABQ,CMX,7.0
ABQ,COD,22.0
ABQ,COS,205.0
ABQ,COU,44.0
ABQ,CPR,63.0
ABQ,CRP,359.0
ABQ,CRW,73.0
ABQ,CSG,14.0
ABQ,CVG,871.0
ABQ,CWA,32.0
ABQ,CYS,35.0
ABQ,DAB,127.0
ABQ,DAL,7393.0
ABQ,DAY,404.0
ABQ,DCA,3964.0
ABQ,DDC,2.0
ABQ,DEC,1.0
ABQ,DEN,9900.0
ABQ,DFW,5061.0
ABQ,DHN,16.0
ABQ,DIK,19.0
ABQ,DLG,2.0
ABQ,DLH,45.0
ABQ,DSM,427.0
ABQ,DTW,1735.0
ABQ,DVL,11.0
ABQ,EAR,12.0
ABQ,EAT,19.0
ABQ,ECP,395.0
ABQ,EGE,9.0
ABQ,EKO,13.0
ABQ,ELM,10.0
ABQ,ERI,3.0
ABQ,ESC,4.0
ABQ,EUG,454.0
ABQ,EVV,57.0
ABQ,EWN,15.0
ABQ,EWR,1644.0
ABQ,EYW,93.0
ABQ,FAI,185.0
ABQ,FAR,188.0
ABQ,FAT,557.0
ABQ,FAY,40.0
ABQ,FCA,156.0
ABQ,FLG,13.0
ABQ,FLL,1376.0
ABQ,FLO,1.0
ABQ,FNT,60.0
ABQ,FSD,226.0
ABQ,FSM,42.0
ABQ,FWA,109.0
ABQ,GCC,14.0
ABQ,GEG,970.0
ABQ,GFK,7.0
ABQ,GGG,21.0
ABQ,GJT,59.0
ABQ,GLH,1.0
ABQ,GNV,120.0
ABQ,GPT,140.0
ABQ,GRB,143.0
ABQ,GRI,15.0
ABQ,GRK,38.0
ABQ,GRR,709.0
ABQ,GSO,379.0
ABQ,GSP,401.0
ABQ,GST,1.0
ABQ,GTF,142.0
ABQ,GTR,8.0
ABQ,GUC,4.0
ABQ,GUM,10.0
ABQ,HDN,39.0
ABQ,HHH,2.0
ABQ,HIB,3.0
ABQ,HLN,57.0
ABQ,HNL,1718.0
ABQ,HOT,1.0
ABQ,HOU,4907.0
ABQ,HPN,169.0
ABQ,HRL,333.0
ABQ,HRO,1.0
ABQ,HSV,461.0
ABQ,HTS,6.0
ABQ,HYA,2.0
ABQ,HYS,5.0
ABQ,IAD,1467.0
ABQ,IAH,3531.0
ABQ,ICT,225.0
ABQ,IDA,174.0
ABQ,ILG,2.0
ABQ,ILM,204.0
ABQ,IMT,5.0
ABQ,IND,1335.0
ABQ,INL,4.0
ABQ,IRK,3.0
ABQ,ISP,123.0
ABQ,ITH,15.0
ABQ,ITO,25.0
ABQ,JAC,100.0
ABQ,JAN,266.0
ABQ,JAX,858.0
ABQ,JFK,3324.0
ABQ,JLN,8.0
ABQ,JMS,10.0
ABQ,JNU,141.0
ABQ,JST,3.0
ABQ,KOA,499.0
ABQ,KTN,33.0
ABQ,LAN,36.0
ABQ,LAR,13.0
ABQ,LAS,15228.0
ABQ,LAW,21.0
ABQ,LAX,10493.0
ABQ,LBB,49.0
ABQ,LBF,10.0
ABQ,LCH,64.0
ABQ,LEB,2.0
ABQ,LEX,289.0
ABQ,LFT,134.0
ABQ,LGA,3868.0
ABQ,LGB,2664.0
ABQ,LIH,517.0
ABQ,LIT,458.0
ABQ,LNK,67.0
ABQ,LRD,78.0
ABQ,LSE,16.0
ABQ,LWB,2.0
ABQ,LWS,40.0
ABQ,LYH,11.0
ABQ,MAF,117.0
ABQ,MAZ,1.0
ABQ,MBS,42.0
ABQ,MCI,2992.0
ABQ,MCK,2.0
ABQ,MCO,4891.0
ABQ,MDT,246.0
ABQ,MDW,2898.0
ABQ,MEI,13.0
ABQ,MEM,658.0
ABQ,MFE,237.0
ABQ,MFR,264.0
ABQ,MGM,102.0
ABQ,MGW,1.0
ABQ,MHK,34.0
ABQ,MHT,385.0
ABQ,MIA,1607.0
ABQ,MKE,897.0
ABQ,MKG,1.0
ABQ,MLB,59.0
ABQ,MLI,109.0
ABQ,MLU,33.0
ABQ,MOB,130.0
ABQ,MOT,77.0
ABQ,MQT,23.0
ABQ,MRY,175.0
ABQ,MSN,445.0
ABQ,MSO,284.0
ABQ,MSP,3569.0
ABQ,MSY,1750.0
ABQ,MTJ,35.0
ABQ,MVY,3.0
ABQ,MWA,2.0
ABQ,MYR,253.0
ABQ,OAJ,25.0
ABQ,OAK,4539.0
ABQ,OGG,646.0
ABQ,OKC,649.0
ABQ,OLF,1.0
ABQ,OMA,727.0
ABQ,OME,7.0
ABQ,ONT,1337.0
ABQ,ORD,4260.0
ABQ,ORF,716.0
ABQ,OTH,7.0
ABQ,OTZ,4.0
ABQ,OWB,1.0
ABQ,PAE,8.0
ABQ,PAH,2.0
ABQ,PBI,488.0
ABQ,PDT,1.0
ABQ,PDX,5008.0
ABQ,PGA,1.0
ABQ,PGV,8.0
ABQ,PHF,10.0
ABQ,PHL,2112.0
ABQ,PHX,14934.0
ABQ,PIA,67.0
ABQ,PIB,3.0
ABQ,PIH,17.0
ABQ,PIR,12.0
ABQ,PIT,1300.0
ABQ,PLN,9.0
ABQ,PNS,592.0
ABQ,PQI,5.0
ABQ,PSC,344.0
ABQ,PSG,4.0
ABQ,PSP,520.0
ABQ,PUB,1.0
ABQ,PUW,20.0
ABQ,PVC,1.0
ABQ,PVD,612.0
ABQ,PVU,2.0
ABQ,PWM,538.0
ABQ,RAP,253.0
ABQ,RDD,24.0
ABQ,RDM,244.0
ABQ,RDU,1655.0
ABQ,RHI,8.0
ABQ,RIC,743.0
ABQ,RIW,22.0
ABQ,RKS,14.0
ABQ,RNO,1220.0
ABQ,ROA,120.0
ABQ,ROC,402.0
ABQ,RST,39.0
ABQ,RSW,622.0
ABQ,RUT,1.0
ABQ,SAN,6074.0
ABQ,SAT,3009.0
ABQ,SAV,495.0
ABQ,SBA,447.0
ABQ,SBN,118.0
ABQ,SBP,158.0
ABQ,SBY,10.0
ABQ,SCE,56.0
ABQ,SDF,729.0
ABQ,SDY,1.0
ABQ,SEA,7966.0
ABQ,SFO,4369.0
ABQ,SGF,228.0
ABQ,SGU,73.0
ABQ,SHD,2.0
ABQ,SHR,12.0
ABQ,SHV,191.0
ABQ,SIT,25.0
ABQ,SJC,2095.0
ABQ,SJT,24.0
ABQ,SJU,554.0
ABQ,SLC,4238.0
ABQ,SLK,1.0
ABQ,SLN,4.0
ABQ,SMF,2479.0
ABQ,SNA,1787.0
ABQ,SPI,4.0
ABQ,SPN,1.0
ABQ,SPS,21.0
ABQ,SRQ,369.0
ABQ,STL,1681.0
ABQ,STS,77.0
ABQ,STT,47.0
ABQ,STX,8.0
ABQ,SUN,19.0
ABQ,SUX,5.0
ABQ,SWO,19.0
ABQ,SYR,408.0
ABQ,TBN,3.0
ABQ,TLH,116.0
ABQ,TPA,2028.0
ABQ,TRI,85.0
ABQ,TUL,748.0
ABQ,TUP,1.0
ABQ,TUS,350.0
ABQ,TVC,122.0
ABQ,TVF,1.0
ABQ,TWF,26.0
ABQ,TXK,21.0
ABQ,TYR,48.0
ABQ,TYS,768.0
ABQ,UIN,1.0
ABQ,VCT,10.0
ABQ,VEL,1.0
ABQ,VLD,25.0
ABQ,VPS,534.0
ABQ,WRG,1.0
ABQ,WYS,3.0
ABQ,XNA,237.0
ABQ,XWA,56.0
ABQ,YAK,1.0
ABQ,YKM,17.0
ABQ,YUM,70.0
ABR,ABQ,15.0
ABR,AEX,2.0
ABR,AGS,2.0
ABR,ALB,1.0
ABR,ANC,12.0
ABR,ATL,89.0
ABR,ATW,9.0
ABR,AUS,17.0
ABR,AVL,5.0
ABR,BDL,11.0
ABR,BHM,2.0
ABR,BIL,3.0
ABR,BJI,1.0
ABR,BNA,33.0
ABR,BOI,16.0
ABR,BOS,38.0
ABR,BRD,2.0
ABR,BTR,1.0
ABR,BTV,1.0
ABR,BUF,1.0
ABR,BWI,24.0
ABR,BZN,3.0
ABR,CAE,1.0
ABR,CHA,6.0
ABR,CHO,2.0
ABR,CHS,10.0
ABR,CID,5.0
ABR,CLE,19.0
ABR,CLT,36.0
ABR,CMH,22.0
ABR,COS,2.0
ABR,CRW,1.0
ABR,CSG,1.0
ABR,CVG,3.0
ABR,CWA,3.0
ABR,DAB,3.0
ABR,DAY,1.0
ABR,DCA,60.0
ABR,DEN,47.0
ABR,DFW,50.0
ABR,DHN,2.0
ABR,DSM,12.0
ABR,DTW,37.0
ABR,ECP,10.0
ABR,EKO,1.0
ABR,EUG,2.0
ABR,EWR,14.0
ABR,EYW,1.0
ABR,FAI,2.0
ABR,FAT,2.0
ABR,FAY,2.0
ABR,FCA,1.0
ABR,FLL,32.0
ABR,FWA,3.0
ABR,GEG,9.0
ABR,GRB,6.0
ABR,GRR,19.0
ABR,GSO,3.0
ABR,GSP,4.0
ABR,GTR,1.0
ABR,HHH,1.0
ABR,HIB,1.0
ABR,HNL,9.0
ABR,HOU,1.0
ABR,HPN,1.0
ABR,HRL,1.0
ABR,HSV,5.0
ABR,IAD,13.0
ABR,IAH,33.0
ABR,ICT,3.0
ABR,IDA,1.0
ABR,ILM,2.0
ABR,IND,17.0
ABR,JAC,3.0
ABR,JAX,16.0
ABR,JFK,10.0
ABR,JNU,2.0
ABR,KOA,7.0
ABR,KTN,1.0
ABR,LAN,1.0
ABR,LAS,65.0
ABR,LAX,59.0
ABR,LEX,1.0
ABR,LGA,31.0
ABR,LGB,1.0
ABR,LIH,9.0
ABR,LIT,1.0
ABR,MCI,16.0
ABR,MCO,102.0
ABR,MDW,7.0
ABR,MEM,5.0
ABR,MFE,2.0
ABR,MFR,5.0
ABR,MGM,3.0
ABR,MIA,22.0
ABR,MKE,20.0
ABR,MLB,1.0
ABR,MLI,1.0
ABR,MOB,1.0
ABR,MSN,15.0
ABR,MSO,7.0
ABR,MSP,387.0
ABR,MSY,17.0
ABR,MYR,2.0
ABR,OAK,1.0
ABR,OGG,13.0
ABR,OKC,11.0
ABR,OMA,2.0
ABR,ONT,4.0
ABR,ORD,31.0
ABR,ORF,8.0
ABR,PBI,7.0
ABR,PDX,33.0
ABR,PHL,18.0
ABR,PHX,118.0
ABR,PIT,8.0
ABR,PNS,4.0
ABR,PSC,5.0
ABR,PSP,10.0
ABR,PVD,1.0
ABR,PWM,10.0
ABR,RDM,2.0
ABR,RDU,20.0
ABR,RIC,6.0
ABR,RNO,9.0
ABR,ROA,2.0
ABR,ROC,1.0
ABR,RSW,45.0
ABR,SAN,27.0
ABR,SAT,29.0
ABR,SAV,13.0
ABR,SBA,2.0
ABR,SBN,2.0
ABR,SDF,10.0
ABR,SEA,40.0
ABR,SFO,26.0
ABR,SGF,2.0
ABR,SGU,2.0
ABR,SIT,2.0
ABR,SJC,10.0
ABR,SLC,36.0
ABR,SMF,34.0
ABR,SNA,15.0
ABR,SRQ,14.0
ABR,STL,22.0
ABR,SYR,3.0
ABR,TLH,2.0
ABR,TPA,28.0
ABR,TRI,1.0
ABR,TUS,15.0
ABR,TWF,5.0
ABR,TYS,9.0
ABR,VPS,7.0
ABR,XNA,1.0
ABY,ABE,7.0
ABY,ABQ,9.0
ABY,ACK,1.0
ABY,AEX,3.0
ABY,ALB,7.0
ABY,ANC,4.0
ABY,ATL,139.0
ABY,ATW,8.0
ABY,AUS,37.0
ABY,AVL,4.0
ABY,AVP,1.0
ABY,AZO,1.0
ABY,BDL,26.0
ABY,BGM,1.0
ABY,BGR,2.0
ABY,BHM,7.0
ABY,BIL,2.0
ABY,BIS,3.0
ABY,BMI,3.0
ABY,BNA,60.0
ABY,BOI,5.0
ABY,BOS,43.0
ABY,BRD,1.0
ABY,BTR,13.0
ABY,BTV,4.0
ABY,BUF,8.0
ABY,BWI,50.0
ABY,BZN,8.0
ABY,CAE,1.0
ABY,CHA,3.0
ABY,CHO,2.0
ABY,CHS,19.0
ABY,CID,2.0
ABY,CLE,31.0
ABY,CLT,22.0
ABY,CMH,29.0
ABY,COS,13.0
ABY,CPR,2.0
ABY,CRP,1.0
ABY,CRW,7.0
ABY,CVG,42.0
ABY,CWA,1.0
ABY,DAL,16.0
ABY,DAY,6.0
ABY,DCA,131.0
ABY,DEN,75.0
ABY,DFW,78.0
ABY,DSM,7.0
ABY,DTW,42.0
ABY,EGE,1.0
ABY,ELP,16.0
ABY,EUG,1.0
ABY,EVV,3.0
ABY,EWR,56.0
ABY,EYW,12.0
ABY,FAI,2.0
ABY,FAR,1.0
ABY,FAT,6.0
ABY,FAY,4.0
ABY,FCA,2.0
ABY,FLL,18.0
ABY,FSD,3.0
ABY,FWA,3.0
ABY,GEG,3.0
ABY,GFK,1.0
ABY,GPT,1.0
ABY,GRB,10.0
ABY,GRR,13.0
ABY,GSO,21.0
ABY,GSP,7.0
ABY,GTF,2.0
ABY,HDN,1.0
ABY,HNL,9.0
ABY,HOU,12.0
ABY,HPN,8.0
ABY,HSV,7.0
ABY,IAD,24.0
ABY,IAH,46.0
ABY,ICT,6.0
ABY,IDA,2.0
ABY,ILM,2.0
ABY,IND,29.0
ABY,JAC,3.0
ABY,JAN,8.0
ABY,JFK,16.0
ABY,KOA,3.0
ABY,LAN,2.0
ABY,LAS,99.0
ABY,LAX,65.0
ABY,LBB,1.0
ABY,LEX,15.0
ABY,LFT,6.0
ABY,LGA,94.0
ABY,LIT,21.0
ABY,MAF,1.0
ABY,MBS,1.0
ABY,MCI,29.0
ABY,MCO,20.0
ABY,MDT,6.0
ABY,MDW,10.0
ABY,MEM,30.0
ABY,MFE,2.0
ABY,MFR,3.0
ABY,MIA,31.0
ABY,MKE,33.0
ABY,MLB,3.0
ABY,MLI,3.0
ABY,MLU,1.0
ABY,MOB,3.0
ABY,MOT,1.0
ABY,MSN,3.0
ABY,MSO,1.0
ABY,MSP,44.0
ABY,MSY,36.0
ABY,MYR,6.0
ABY,OAJ,19.0
ABY,OAK,4.0
ABY,OGG,1.0
ABY,OKC,15.0
ABY,OMA,17.0
ABY,ONT,8.0
ABY,ORD,69.0
ABY,ORF,52.0
ABY,PBI,16.0
ABY,PDX,5.0
ABY,PHL,54.0
ABY,PHX,60.0
ABY,PIT,24.0
ABY,PLN,1.0
ABY,PNS,4.0
ABY,PSC,2.0
ABY,PSP,5.0
ABY,PVD,10.0
ABY,PWM,5.0
ABY,RAP,4.0
ABY,RDM,1.0
ABY,RDU,60.0
ABY,RHI,2.0
ABY,RIC,63.0
ABY,RNO,7.0
ABY,ROA,2.0
ABY,ROC,5.0
ABY,RST,2.0
ABY,RSW,16.0
ABY,SAN,59.0
ABY,SAT,38.0
ABY,SAV,3.0
ABY,SBA,2.0
ABY,SBN,3.0
ABY,SDF,27.0
ABY,SEA,23.0
ABY,SFO,13.0
ABY,SGF,5.0
ABY,SGU,1.0
ABY,SHV,8.0
ABY,SJC,4.0
ABY,SJU,2.0
ABY,SLC,50.0
