ORIGIN,DEST,PASSENGERS
PDX,EWN,44.0
PDX,EWR,11069.0
PDX,EYW,165.0
PDX,FAI,942.0
PDX,FAR,587.0
PDX,FAT,3558.0
PDX,FAY,96.0
PDX,FCA,530.0
PDX,FLG,140.0
PDX,FLL,3647.0
PDX,FLO,9.0
PDX,FNT,89.0
PDX,FOD,4.0
PDX,FSD,742.0
PDX,FSM,64.0
PDX,FWA,292.0
PDX,GCC,67.0
PDX,GCK,21.0
PDX,GDV,2.0
PDX,GEG,7056.0
PDX,GFK,88.0
PDX,GGG,55.0
PDX,GGW,2.0
PDX,GJT,401.0
PDX,GNV,204.0
PDX,GPT,196.0
PDX,GRB,357.0
PDX,GRI,25.0
PDX,GRK,103.0
PDX,GRR,1889.0
PDX,GSO,688.0
PDX,GSP,939.0
PDX,GST,8.0
PDX,GTF,320.0
PDX,GTR,38.0
PDX,GUC,39.0
PDX,GUM,68.0
PDX,HDN,125.0
PDX,HHH,30.0
PDX,HIB,8.0
PDX,HLN,327.0
PDX,HNL,13665.0
PDX,HNM,1.0
PDX,HNS,2.0
PDX,HOB,17.0
PDX,HOM,6.0
PDX,HOT,1.0
PDX,HOU,1833.0
PDX,HPN,125.0
PDX,HRL,173.0
PDX,HRO,2.0
PDX,HSV,465.0
PDX,HTS,7.0
PDX,HYA,3.0
PDX,HYS,27.0
PDX,IAD,4309.0
PDX,IAH,9171.0
PDX,ICT,833.0
PDX,IDA,1012.0
PDX,ILM,359.0
PDX,IMT,29.0
PDX,IND,3356.0
PDX,INL,16.0
PDX,IPL,4.0
PDX,IRK,1.0
PDX,ISP,5.0
PDX,ITH,46.0
PDX,ITO,505.0
PDX,IWD,2.0
PDX,JAC,330.0
PDX,JAN,359.0
PDX,JAX,1528.0
PDX,JFK,13278.0
PDX,JHM,1.0
PDX,JLN,45.0
PDX,JMS,35.0
PDX,JNU,685.0
PDX,JST,4.0
PDX,KOA,6531.0
PDX,KTN,421.0
PDX,LAF,3.0
PDX,LAN,75.0
PDX,LAR,45.0
PDX,LAS,40823.0
PDX,LAW,36.0
PDX,LAX,36759.0
PDX,LBB,366.0
PDX,LBF,44.0
PDX,LBL,9.0
PDX,LCH,78.0
PDX,LEB,6.0
PDX,LEX,522.0
PDX,LFT,221.0
PDX,LGA,1708.0
PDX,LGB,1572.0
PDX,LIH,4174.0
PDX,LIT,948.0
PDX,LNK,164.0
PDX,LNY,1.0
PDX,LRD,90.0
PDX,LSE,19.0
PDX,LWB,2.0
PDX,LWS,49.0
PDX,LYH,39.0
PDX,MAF,351.0
PDX,MAZ,2.0
PDX,MBL,5.0
PDX,MBS,132.0
PDX,MCI,5802.0
PDX,MCK,4.0
PDX,MCO,11917.0
PDX,MCW,3.0
PDX,MDT,420.0
PDX,MDW,3320.0
PDX,MEI,6.0
PDX,MEM,1315.0
PDX,MFE,373.0
PDX,MFR,1539.0
PDX,MGM,120.0
PDX,MGW,2.0
PDX,MHK,92.0
PDX,MHT,175.0
PDX,MIA,5521.0
PDX,MKE,1950.0
PDX,MKG,5.0
PDX,MKK,7.0
PDX,MLB,73.0
PDX,MLI,219.0
PDX,MLU,99.0
PDX,MOB,266.0
PDX,MOT,130.0
PDX,MQT,36.0
PDX,MRY,227.0
PDX,MSL,2.0
PDX,MSN,1153.0
PDX,MSO,1683.0
PDX,MSP,14624.0
PDX,MSY,3927.0
PDX,MTJ,197.0
PDX,MVY,7.0
PDX,MWA,3.0
PDX,MYR,466.0
PDX,OAJ,103.0
PDX,OAK,16201.0
PDX,OGG,8643.0
PDX,OGS,1.0
PDX,OKC,2088.0
PDX,OLF,2.0
PDX,OMA,2262.0
PDX,OME,42.0
PDX,ONT,12735.0
PDX,ORD,19238.0
PDX,ORF,1274.0
PDX,ORH,3.0
PDX,OTZ,12.0
PDX,OWB,1.0
PDX,PAH,1.0
PDX,PBG,3.0
PDX,PBI,663.0
PDX,PGA,7.0
PDX,PGV,12.0
PDX,PHF,20.0
PDX,PHL,5284.0
PDX,PHX,41462.0
PDX,PIA,154.0
PDX,PIB,9.0
PDX,PIH,80.0
PDX,PIR,18.0
PDX,PIT,2469.0
PDX,PLN,31.0
PDX,PNS,864.0
PDX,PPG,62.0
PDX,PQI,8.0
PDX,PRC,27.0
PDX,PSC,129.0
PDX,PSG,87.0
PDX,PSP,7404.0
PDX,PUB,2.0
PDX,PUW,156.0
PDX,PVC,1.0
PDX,PVD,586.0
PDX,PVU,1629.0
PDX,PWM,557.0
PDX,RAP,510.0
PDX,RDD,130.0
PDX,RDM,471.0
PDX,RDU,3436.0
PDX,RHI,49.0
PDX,RIC,1298.0
PDX,RIW,39.0
PDX,RKD,1.0
PDX,RKS,28.0
PDX,RNO,5713.0
PDX,ROA,266.0
PDX,ROC,784.0
PDX,ROW,39.0
PDX,RST,66.0
PDX,RSW,1347.0
PDX,SAF,180.0
PDX,SAN,25636.0
PDX,SAT,3594.0
PDX,SAV,910.0
PDX,SBA,2595.0
PDX,SBN,325.0
PDX,SBP,1809.0
PDX,SBY,18.0
PDX,SCC,4.0
PDX,SCE,114.0
PDX,SDF,1420.0
PDX,SDP,1.0
PDX,SDY,10.0
PDX,SEA,7974.0
PDX,SFO,25247.0
PDX,SGF,715.0
PDX,SGU,303.0
PDX,SHD,3.0
PDX,SHR,32.0
PDX,SHV,214.0
PDX,SIT,219.0
PDX,SJC,19455.0
PDX,SJT,33.0
PDX,SJU,1020.0
PDX,SLC,15789.0
PDX,SLK,1.0
PDX,SLN,31.0
PDX,SMF,16911.0
PDX,SNA,19216.0
PDX,SOW,2.0
PDX,SPI,5.0
PDX,SPN,7.0
PDX,SPS,22.0
PDX,SRQ,872.0
PDX,STL,4326.0
PDX,STS,3023.0
PDX,STT,221.0
PDX,STX,57.0
PDX,SUN,126.0
PDX,SUX,48.0
PDX,SWO,41.0
PDX,SYR,953.0
PDX,TBN,5.0
PDX,TEX,5.0
PDX,TLH,233.0
PDX,TPA,4971.0
PDX,TRI,215.0
PDX,TUL,1413.0
PDX,TUP,2.0
PDX,TUS,4464.0
PDX,TVC,366.0
PDX,TVF,6.0
PDX,TWF,61.0
PDX,TXK,47.0
PDX,TYR,57.0
PDX,TYS,982.0
PDX,UIN,4.0
PDX,UNK,1.0
PDX,VCT,13.0
PDX,VDZ,1.0
PDX,VEL,5.0
PDX,VLD,18.0
PDX,VPS,353.0
PDX,VQS,2.0
PDX,WRG,35.0
PDX,WYS,8.0
PDX,XNA,817.0
PDX,XWA,109.0
PDX,YAK,21.0
PDX,YKM,34.0
PDX,YUM,227.0
PEC,SEA,1.0
PGA,AGS,3.0
PGA,ANC,1.0
PGA,ATL,4.0
PGA,AUS,18.0
PGA,BFL,1.0
PGA,BIL,1.0
PGA,BNA,2.0
PGA,BOI,2.0
PGA,BOS,12.0
PGA,BUF,1.0
PGA,BUR,1.0
PGA,BWI,1.0
PGA,BZN,1.0
PGA,CAE,1.0
PGA,CID,1.0
PGA,CLE,1.0
PGA,CLT,6.0
PGA,CMH,1.0
PGA,COU,1.0
PGA,CVG,4.0
PGA,DCA,5.0
PGA,DEN,14.0
PGA,DFW,21.0
PGA,ELP,3.0
PGA,ERI,1.0
PGA,EWR,7.0
PGA,EYW,1.0
PGA,FAT,1.0
PGA,FSM,1.0
PGA,GEG,6.0
PGA,HNL,1.0
PGA,IAD,1.0
PGA,IAH,1.0
PGA,ICT,2.0
PGA,IND,3.0
PGA,JAX,2.0
PGA,JFK,19.0
PGA,LAX,35.0
PGA,LBB,1.0
PGA,LGA,2.0
PGA,LIT,2.0
PGA,MCI,3.0
PGA,MCO,4.0
PGA,MDT,1.0
PGA,MFE,1.0
PGA,MFR,1.0
PGA,MHT,1.0
PGA,MIA,8.0
PGA,MSP,2.0
PGA,MSY,2.0
PGA,ONT,6.0
PGA,ORD,10.0
PGA,PDX,3.0
PGA,PHL,5.0
PGA,PHX,11.0
PGA,PIT,1.0
PGA,PSC,1.0
PGA,PVD,1.0
PGA,PWM,1.0
PGA,RDM,2.0
PGA,RDU,1.0
PGA,RIC,2.0
PGA,RNO,5.0
PGA,ROC,1.0
PGA,SAN,9.0
PGA,SAT,5.0
PGA,SAV,1.0
PGA,SBA,3.0
PGA,SBN,1.0
PGA,SBP,1.0
PGA,SBY,1.0
PGA,SEA,8.0
PGA,SFO,26.0
PGA,SGF,1.0
PGA,SHV,1.0
PGA,SJC,3.0
PGA,SMF,1.0
PGA,SNA,8.0
PGA,SRQ,1.0
PGA,STL,3.0
PGA,TLH,1.0
PGA,TPA,4.0
PGA,TUS,1.0
PGA,XNA,1.0
PGD,ABE,2911.0
PGD,ALB,1902.0
PGD,ATW,2224.0
PGD,AVL,3055.0
PGD,BGR,1141.0
PGD,BLV,2441.0
PGD,BNA,1953.0
PGD,BWI,255.0
PGD,CAK,1675.0
PGD,CID,2061.0
PGD,CVG,4297.0
PGD,DAY,1308.0
PGD,DSM,2159.0
PGD,EAU,2.0
PGD,ELM,508.0
PGD,FNT,4135.0
PGD,FSD,593.0
PGD,FWA,2916.0
PGD,GRR,4179.0
PGD,HTS,309.0
PGD,IAD,845.0
PGD,IAG,2584.0
PGD,IND,3059.0
PGD,LCK,2305.0
PGD,LEX,2126.0
PGD,MCI,1339.0
PGD,MDT,1907.0
PGD,MDW,1415.0
PGD,MLI,1299.0
PGD,MSP,1186.0
PGD,OMA,679.0
PGD,PBG,442.0
PGD,PIA,2495.0
PGD,PIT,2194.0
PGD,PSM,2610.0
PGD,PVD,1979.0
PGD,RFD,2479.0
PGD,RIC,492.0
PGD,ROC,582.0
PGD,SAV,89.0
PGD,SBN,2436.0
PGD,SDF,1566.0
PGD,SEA,1.0
PGD,SGF,1312.0
PGD,SPI,1449.0
PGD,STC,513.0
PGD,SWF,1286.0
PGD,SYR,840.0
PGD,TOL,1773.0
PGD,TVC,872.0
PGD,TYS,2724.0
PGD,USA,1684.0
PGV,ABE,12.0
PGV,ABQ,9.0
PGV,ACT,1.0
PGV,AGS,2.0
PGV,ALB,34.0
PGV,AMA,4.0
PGV,ANC,1.0
PGV,AOO,1.0
PGV,ART,1.0
PGV,ATL,107.0
PGV,ATW,9.0
PGV,AUG,1.0
PGV,AUS,55.0
PGV,AVL,12.0
PGV,AVP,11.0
PGV,AZO,1.0
PGV,BDL,43.0
PGV,BFL,2.0
PGV,BGR,6.0
PGV,BHM,47.0
PGV,BMI,1.0
PGV,BNA,60.0
PGV,BOI,2.0
PGV,BOS,81.0
PGV,BTR,13.0
PGV,BTV,9.0
PGV,BUF,27.0
PGV,BUR,2.0
PGV,BZN,1.0
PGV,CAE,7.0
PGV,CAK,15.0
PGV,CHA,26.0
PGV,CHS,4.0
PGV,CID,5.0
PGV,CLE,35.0
PGV,CLT,168.0
PGV,CMH,50.0
PGV,CMI,1.0
PGV,COS,6.0
PGV,COU,1.0
PGV,CRP,2.0
PGV,CRW,3.0
PGV,CVG,35.0
PGV,CWA,1.0
PGV,DAB,15.0
PGV,DAY,14.0
PGV,DEN,51.0
PGV,DFW,107.0
PGV,DRO,1.0
PGV,DSM,15.0
PGV,DTW,60.0
PGV,ECP,19.0
PGV,ELP,6.0
PGV,ERI,1.0
PGV,EUG,2.0
PGV,EVV,10.0
PGV,EWR,52.0
PGV,EYW,15.0
PGV,FAI,1.0
PGV,FAR,1.0
PGV,FAT,1.0
PGV,FCA,1.0
PGV,FLL,80.0
PGV,FNT,2.0
PGV,FSD,1.0
PGV,FSM,1.0
PGV,FWA,20.0
PGV,GCK,1.0
PGV,GEG,1.0
PGV,GNV,16.0
PGV,GPT,15.0
PGV,GRB,2.0
PGV,GRI,1.0
PGV,GRR,31.0
PGV,GSP,20.0
PGV,HHH,2.0
PGV,HNL,5.0
PGV,HOU,1.0
PGV,HPN,26.0
PGV,HRL,1.0
PGV,HSV,16.0
PGV,HTS,6.0
PGV,HYA,1.0
PGV,IAH,49.0
PGV,ICT,5.0
PGV,IDA,1.0
PGV,IND,73.0
PGV,IRK,2.0
PGV,JAC,2.0
PGV,JAN,24.0
PGV,JAX,49.0
PGV,JFK,58.0
PGV,LAS,101.0
PGV,LAW,1.0
PGV,LAX,84.0
PGV,LEX,28.0
PGV,LFT,2.0
PGV,LGA,93.0
PGV,LIT,23.0
PGV,LRD,2.0
PGV,LSE,1.0
PGV,MAF,3.0
PGV,MCI,65.0
PGV,MCO,111.0
PGV,MDT,12.0
PGV,MEM,75.0
PGV,MFE,2.0
PGV,MGM,6.0
PGV,MHK,1.0
PGV,MHT,17.0
PGV,MIA,51.0
PGV,MKE,20.0
PGV,MLB,16.0
PGV,MLI,2.0
PGV,MLU,3.0
PGV,MOB,10.0
PGV,MQT,1.0
PGV,MSL,1.0
PGV,MSN,12.0
PGV,MSP,25.0
PGV,MSY,73.0
PGV,MYR,1.0
PGV,OKC,15.0
PGV,OMA,15.0
PGV,ONT,11.0
PGV,ORD,88.0
PGV,PAH,2.0
PGV,PBI,85.0
PGV,PDX,11.0
PGV,PHL,35.0
PGV,PHX,75.0
PGV,PIA,6.0
PGV,PIT,31.0
PGV,PNS,33.0
PGV,PSP,3.0
PGV,PVD,30.0
PGV,PWM,12.0
PGV,RAP,5.0
PGV,RNO,2.0
PGV,ROA,1.0
PGV,ROC,23.0
PGV,RST,2.0
PGV,RSW,61.0
PGV,RUT,1.0
PGV,SAF,1.0
PGV,SAN,53.0
PGV,SAT,48.0
PGV,SAV,10.0
PGV,SBA,1.0
PGV,SBN,12.0
PGV,SCE,2.0
PGV,SDF,60.0
PGV,SEA,34.0
PGV,SFO,48.0
PGV,SGF,8.0
PGV,SHV,7.0
PGV,SJC,4.0
PGV,SJU,14.0
PGV,SLC,22.0
PGV,SMF,14.0
PGV,SNA,12.0
PGV,SPI,3.0
PGV,SRQ,32.0
PGV,STL,66.0
PGV,STT,12.0
PGV,SYR,23.0
PGV,TLH,13.0
PGV,TPA,110.0
PGV,TRI,3.0
PGV,TUL,8.0
PGV,TUS,5.0
PGV,TVC,1.0
PGV,TYR,1.0
PGV,TYS,26.0
PGV,VPS,12.0
PGV,XNA,12.0
PHF,ABI,1.0
PHF,ABQ,12.0
PHF,AEX,7.0
PHF,AGS,30.0
PHF,ALB,39.0
PHF,AMA,1.0
PHF,ANC,11.0
PHF,ART,1.0
PHF,ATL,200.0
PHF,ATW,7.0
PHF,ATY,1.0
PHF,AUS,108.0
PHF,AVL,14.0
PHF,AZO,2.0
PHF,BFL,1.0
PHF,BGR,3.0
PHF,BHB,1.0
PHF,BHM,72.0
PHF,BNA,121.0
PHF,BOI,6.0
PHF,BOS,69.0
PHF,BRO,3.0
PHF,BTR,17.0
PHF,BTV,5.0
PHF,BUF,27.0
PHF,BUR,4.0
PHF,CAE,35.0
PHF,CAK,13.0
PHF,CHA,21.0
PHF,CHS,70.0
PHF,CID,12.0
PHF,CLE,67.0
PHF,CLL,3.0
PHF,CLT,562.0
PHF,CMH,57.0
PHF,COS,27.0
PHF,COU,1.0
PHF,CRP,6.0
PHF,CRW,9.0
PHF,CVG,55.0
PHF,CWA,1.0
PHF,DAB,25.0
PHF,DAY,60.0
PHF,DEN,96.0
PHF,DFW,105.0
PHF,DLH,1.0
PHF,DSM,8.0
PHF,DTW,66.0
PHF,ECP,32.0
PHF,ELP,15.0
PHF,ERI,7.0
PHF,EUG,1.0
PHF,EVV,14.0
PHF,EYW,28.0
PHF,FAI,4.0
PHF,FAR,1.0
PHF,FAT,7.0
PHF,FAY,4.0
PHF,FLL,103.0
PHF,FLO,2.0
PHF,FNT,1.0
PHF,FSM,1.0
PHF,FWA,11.0
PHF,GEG,6.0
PHF,GJT,3.0
PHF,GNV,22.0
PHF,GPT,34.0
PHF,GRK,11.0
PHF,GRR,38.0
PHF,GSO,7.0
PHF,GSP,47.0
PHF,HHH,11.0
PHF,HNL,58.0
PHF,HOU,6.0
PHF,HRL,2.0
PHF,HSV,90.0
PHF,HTS,3.0
PHF,IAH,135.0
PHF,ICT,3.0
PHF,ILM,7.0
PHF,IND,94.0
PHF,JAN,29.0
PHF,JAX,117.0
PHF,JNU,3.0
PHF,KTN,3.0
PHF,LAS,153.0
PHF,LAW,10.0
PHF,LAX,146.0
PHF,LBB,1.0
PHF,LCH,5.0
PHF,LEX,26.0
PHF,LFT,7.0
PHF,LIH,1.0
PHF,LIT,34.0
PHF,LRD,1.0
PHF,LSE,1.0
PHF,LWB,1.0
PHF,MCI,103.0
PHF,MCO,272.0
PHF,MEM,119.0
PHF,MFE,6.0
PHF,MFR,4.0
PHF,MGM,21.0
PHF,MHK,3.0
PHF,MHT,19.0
PHF,MIA,69.0
PHF,MKE,39.0
PHF,MLB,38.0
PHF,MLI,12.0
PHF,MOB,35.0
PHF,MRY,4.0
PHF,MSL,1.0
PHF,MSN,26.0
PHF,MSP,75.0
PHF,MSY,105.0
PHF,MYR,17.0
PHF,OKC,30.0
PHF,OMA,29.0
PHF,ONT,24.0
PHF,ORD,95.0
PHF,PBI,107.0
PHF,PDX,22.0
PHF,PGA,1.0
PHF,PHX,156.0
PHF,PIA,7.0
PHF,PIT,53.0
PHF,PKB,2.0
PHF,PNS,84.0
PHF,PSC,1.0
PHF,PSP,4.0
PHF,PWM,15.0
PHF,RAP,4.0
PHF,RDU,5.0
PHF,RNO,14.0
PHF,ROA,3.0
PHF,ROC,23.0
PHF,ROW,1.0
PHF,RST,1.0
PHF,RSW,59.0
PHF,SAN,121.0
PHF,SAT,151.0
PHF,SAV,59.0
PHF,SBA,3.0
PHF,SBN,15.0
PHF,SBP,1.0
PHF,SDF,92.0
PHF,SEA,162.0
PHF,SFO,106.0
PHF,SGF,23.0
PHF,SGU,2.0
PHF,SHV,11.0
PHF,SIT,1.0
PHF,SJT,7.0
PHF,SJU,35.0
PHF,SLC,34.0
PHF,SMF,41.0
PHF,SNA,13.0
PHF,SPS,4.0
PHF,SRQ,26.0
PHF,STL,138.0
PHF,STT,4.0
PHF,STX,3.0
PHF,SWO,1.0
PHF,SYR,14.0
PHF,TLH,17.0
PHF,TPA,170.0
PHF,TRI,10.0
PHF,TUL,26.0
PHF,TUS,12.0
PHF,TVC,1.0
PHF,TXK,2.0
PHF,TYR,2.0
PHF,TYS,25.0
PHF,VCT,1.0
PHF,VPS,65.0
PHF,XNA,14.0
PHF,YUM,4.0
PHL,ABI,126.0
PHL,ABQ,2084.0
PHL,ABR,21.0
PHL,ABY,51.0
PHL,ACK,259.0
PHL,ACT,90.0
PHL,ACV,81.0
PHL,ADQ,29.0
PHL,AEX,114.0
PHL,AGS,579.0
PHL,AKN,2.0
PHL,ALB,488.0
PHL,ALO,34.0
PHL,ALS,6.0
PHL,ALW,20.0
PHL,AMA,218.0
PHL,ANC,1135.0
PHL,APN,14.0
PHL,ART,157.0
PHL,ASE,410.0
PHL,ATL,50305.0
PHL,ATW,309.0
PHL,ATY,6.0
PHL,AUG,16.0
PHL,AUS,10805.0
PHL,AVL,1446.0
PHL,AZO,175.0
PHL,BDL,1038.0
PHL,BET,14.0
PHL,BFD,2.0
PHL,BFF,6.0
PHL,BFL,188.0
PHL,BGR,1053.0
PHL,BHB,20.0
PHL,BHM,2986.0
PHL,BIH,13.0
PHL,BIL,264.0
PHL,BIS,169.0
PHL,BJI,20.0
PHL,BKW,7.0
PHL,BLI,59.0
PHL,BMI,125.0
PHL,BNA,23609.0
PHL,BOI,1344.0
PHL,BOS,35687.0
PHL,BPT,40.0
PHL,BQK,38.0
PHL,BQN,208.0
PHL,BRD,14.0
PHL,BRL,1.0
PHL,BRO,111.0
PHL,BRW,6.0
PHL,BTM,10.0
PHL,BTR,403.0
PHL,BTV,1096.0
PHL,BUF,1948.0
PHL,BUR,908.0
PHL,BZN,1473.0
PHL,CAE,2201.0
PHL,CAK,3.0
PHL,CDC,3.0
PHL,CDV,5.0
PHL,CEZ,1.0
PHL,CGI,15.0
PHL,CHA,806.0
PHL,CHO,34.0
PHL,CHS,10138.0
PHL,CID,697.0
PHL,CIU,11.0
PHL,CLE,5986.0
PHL,CLL,83.0
PHL,CLT,22887.0
PHL,CMH,6536.0
PHL,CMI,94.0
PHL,CMX,27.0
PHL,CNY,16.0
PHL,COD,45.0
PHL,COS,913.0
PHL,COU,96.0
PHL,CPR,58.0
PHL,CRP,323.0
PHL,CRW,141.0
PHL,CSG,81.0
PHL,CVG,6620.0
PHL,CVN,5.0
PHL,CWA,88.0
PHL,CYS,13.0
PHL,DAB,532.0
PHL,DAL,1695.0
PHL,DAY,1031.0
PHL,DCA,446.0
PHL,DDC,1.0
PHL,DEC,26.0
PHL,DEN,30631.0
PHL,DFW,30835.0
PHL,DHN,44.0
PHL,DIK,6.0
PHL,DLG,2.0
PHL,DLH,152.0
PHL,DRO,255.0
PHL,DSM,1464.0
PHL,DTW,16972.0
PHL,DUJ,4.0
PHL,DUT,1.0
PHL,DVL,3.0
PHL,EAR,6.0
PHL,EAT,29.0
PHL,EAU,2.0
PHL,ECP,1294.0
PHL,EGE,297.0
PHL,EKO,5.0
PHL,ELD,1.0
PHL,ELP,1501.0
PHL,ESC,15.0
PHL,EUG,572.0
PHL,EVV,194.0
PHL,EWN,113.0
PHL,EWR,38.0
PHL,EYW,3476.0
PHL,FAI,414.0
PHL,FAR,362.0
PHL,FAT,1123.0
PHL,FAY,145.0
PHL,FCA,677.0
PHL,FLG,220.0
PHL,FLL,32981.0
PHL,FLO,47.0
PHL,FNL,1.0
PHL,FNT,45.0
PHL,FOD,12.0
PHL,FSD,413.0
PHL,FSM,66.0
PHL,FWA,308.0
PHL,GCC,20.0
PHL,GCK,43.0
PHL,GEG,1188.0
PHL,GFK,79.0
PHL,GGG,47.0
PHL,GGW,1.0
PHL,GJT,265.0
PHL,GLH,3.0
PHL,GNV,407.0
PHL,GPT,361.0
PHL,GRB,332.0
PHL,GRI,25.0
PHL,GRK,121.0
PHL,GRR,1878.0
PHL,GSO,2348.0
PHL,GSP,3075.0
PHL,GST,2.0
PHL,GTF,135.0
PHL,GTR,74.0
PHL,GUC,73.0
PHL,GUM,27.0
PHL,HDN,308.0
PHL,HHH,264.0
PHL,HIB,7.0
PHL,HLN,68.0
PHL,HNL,3113.0
PHL,HOB,12.0
PHL,HOU,1672.0
PHL,HRL,167.0
PHL,HSV,855.0
PHL,HTS,60.0
PHL,HVR,1.0
PHL,HYA,25.0
PHL,HYS,14.0
PHL,IAD,187.0
PHL,IAH,22946.0
PHL,ICT,824.0
PHL,IDA,170.0
PHL,ILM,2012.0
PHL,IMT,9.0
PHL,IND,8225.0
PHL,INL,12.0
PHL,IRK,9.0
PHL,ITH,5.0
PHL,ITO,17.0
PHL,IWD,2.0
PHL,JAC,898.0
PHL,JAN,647.0
PHL,JAX,14174.0
PHL,JBR,1.0
PHL,JLN,21.0
PHL,JMS,1.0
PHL,JNU,109.0
PHL,KOA,619.0
PHL,KTN,44.0
PHL,LAF,5.0
PHL,LAN,113.0
PHL,LAR,8.0
PHL,LAS,25491.0
PHL,LAW,99.0
PHL,LAX,34616.0
PHL,LBB,348.0
PHL,LBF,6.0
PHL,LBL,2.0
PHL,LCH,89.0
PHL,LEB,15.0
PHL,LEX,1309.0
PHL,LFT,184.0
PHL,LGA,290.0
PHL,LGB,495.0
PHL,LIH,466.0
PHL,LIT,1118.0
PHL,LNK,167.0
PHL,LRD,100.0
PHL,LSE,84.0
PHL,LWB,8.0
PHL,LWS,27.0
PHL,LYH,49.0
PHL,MAF,251.0
PHL,MAZ,4.0
PHL,MBL,13.0
PHL,MBS,143.0
PHL,MCI,7231.0
PHL,MCO,79293.0
PHL,MCW,10.0
PHL,MDT,31.0
PHL,MDW,13773.0
PHL,MEI,12.0
PHL,MEM,3737.0
PHL,MFE,430.0
PHL,MFR,288.0
PHL,MGM,283.0
PHL,MGW,6.0
PHL,MHK,93.0
PHL,MHT,1405.0
PHL,MIA,29337.0
PHL,MKE,4387.0
PHL,MKK,1.0
PHL,MLB,315.0
PHL,MLI,236.0
PHL,MLU,101.0
PHL,MOB,415.0
PHL,MOT,100.0
PHL,MQT,57.0
PHL,MRY,430.0
PHL,MSL,7.0
PHL,MSN,2024.0
PHL,MSO,457.0
PHL,MSP,14906.0
PHL,MSS,1.0
PHL,MSY,11975.0
PHL,MTJ,300.0
PHL,MVY,109.0
PHL,MWA,7.0
PHL,MYR,6615.0
PHL,OAJ,131.0
PHL,OAK,1232.0
PHL,OGG,826.0
PHL,OGS,1.0
PHL,OKC,2134.0
PHL,OMA,2134.0
PHL,OME,6.0
PHL,ONT,2817.0
PHL,ORD,37755.0
PHL,ORF,1787.0
PHL,OTH,18.0
PHL,OTZ,5.0
PHL,OWB,5.0
PHL,PAE,3.0
PHL,PAH,13.0
PHL,PBG,9.0
PHL,PBI,20115.0
PHL,PDX,5212.0
PHL,PGA,4.0
PHL,PGV,39.0
PHL,PHX,19851.0
PHL,PIA,140.0
PHL,PIB,3.0
PHL,PIH,15.0
PHL,PIR,6.0
PHL,PIT,6916.0
PHL,PKB,6.0
PHL,PLN,39.0
PHL,PNS,3738.0
PHL,PQI,11.0
PHL,PRC,5.0
PHL,PSC,231.0
PHL,PSE,69.0
PHL,PSG,9.0
PHL,PSP,1321.0
PHL,PUB,1.0
PHL,PUW,20.0
PHL,PVC,6.0
PHL,PVD,1838.0
PHL,PVU,10.0
PHL,PWM,2910.0
PHL,RAP,384.0
PHL,RDD,28.0
PHL,RDM,399.0
PHL,RDU,16237.0
PHL,RHI,18.0
PHL,RIC,1333.0
PHL,RIW,22.0
PHL,RKD,11.0
PHL,RKS,16.0
PHL,RNO,1880.0
PHL,ROA,640.0
PHL,ROC,958.0
PHL,ROW,60.0
PHL,RST,98.0
PHL,RSW,16814.0
PHL,RUT,3.0
PHL,SAF,310.0
PHL,SAN,14258.0
PHL,SAT,4963.0
PHL,SAV,6443.0
PHL,SBA,768.0
PHL,SBN,475.0
PHL,SBP,300.0
PHL,SBY,36.0
PHL,SCE,138.0
PHL,SDF,3179.0
PHL,SDY,1.0
PHL,SEA,14231.0
PHL,SFO,22734.0
PHL,SGF,473.0
PHL,SGU,142.0
PHL,SHR,12.0
PHL,SHV,270.0
PHL,SIT,20.0
PHL,SJC,2218.0
PHL,SJT,63.0
PHL,SJU,22997.0
PHL,SLC,8074.0
PHL,SLK,2.0
PHL,SLN,11.0
PHL,SMF,3798.0
PHL,SNA,2958.0
PHL,SPI,58.0
PHL,SPS,45.0
PHL,SRQ,6913.0
PHL,STL,10068.0
PHL,STS,81.0
PHL,STT,1731.0
PHL,STX,423.0
PHL,SUN,114.0
PHL,SUX,26.0
PHL,SWO,54.0
PHL,SYR,526.0
PHL,TBN,13.0
PHL,TEX,5.0
PHL,TLH,579.0
PHL,TPA,34977.0
PHL,TRI,246.0
PHL,TUL,1390.0
PHL,TUP,14.0
PHL,TUS,2030.0
PHL,TVC,591.0
PHL,TWF,26.0
PHL,TXK,50.0
PHL,TYR,65.0
PHL,TYS,3288.0
PHL,UIN,11.0
PHL,VCT,6.0
PHL,VEL,6.0
PHL,VLD,51.0
PHL,VPS,1016.0
PHL,VQS,7.0
PHL,WYS,14.0
PHL,XNA,892.0
PHL,XWA,41.0
PHL,YAK,1.0
PHL,YKM,26.0
PHL,YUM,95.0
PHX,ABE,230.0
PHX,ABI,217.0
PHX,ABQ,14650.0
PHX,ABR,111.0
PHX,ABY,53.0
PHX,ACK,31.0
PHX,ACT,125.0
PHX,ACV,380.0
PHX,ACY,40.0
PHX,ADK,2.0
PHX,ADQ,94.0
PHX,AEX,145.0
PHX,AGS,536.0
PHX,AIA,7.0
PHX,AKN,28.0
PHX,ALB,2678.0
PHX,ALO,19.0
PHX,ALS,11.0
PHX,ALW,132.0
PHX,AMA,734.0
PHX,ANC,7324.0
PHX,AOO,11.0
PHX,APN,37.0
PHX,ART,134.0
PHX,ASE,396.0
